Rb;Istraživači;Predmet;NPP;Razred;Udžbenik;Lekcija;Negativni oblici ponašanja;Navedite šta;Univerzalne vrijednosti;Navedite šta;Partikularizacija vrijednosti;Sadržaji;Načini;Indikator 1;Aktivno učenje;Ne nudi se mogućnost diskusije;Indikator 2 ;Rješavanje problema;Puko pamćenje činjenica ;Indikator 3;Multiperspektivni pristup;Pristup samo jedne perspektive;Indikator 4;Diferencirani prikazi;Stereotipni prikazi;Napomena/komentar na lekciju
44;DŠ/AS;Jezik i književnost;S;7;JIKg31;Pluskvanperfekt;Ne;;Ne;;Ne;;;2;;;2;;AS-102-1;2;;;0;;;
45;DŠ/AS;Jezik i književnost;S;7;JIKg31;Imperativ;Ne;;Da;život, jednakost AS-104-1;Ne;;;1;AS-104-1;;1;AS-105-2, AS-105-3;;2;;;0;;;
46;DŠ/AS;Jezik i književnost;S;7;JIKg31;Potencijal;Ne;;Da;jednakost, kreativnost AS-108-1, AS-108-2;Ne;;;1;AS-108-2;;1;AS-108-3, AS-108-4;;2;;;0;;;
47;DŠ/AS;Jezik i književnost;S;7;JIKg31;Glagoski prilog sadašnji;Ne;;Ne;;Ne;;;2;;;1;AS-112, AS-113-2, AS-113-3;;2;;;0;;;(AS) provjeriti sa drugima pitanja na strani 111
48;DŠ/AS;Jezik i književnost;S;7;JIKg31;Glagolski prilog prošli;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(AS) u odlomku se govori o otmici djeteta a nepoznat je kontekst. Otmica se zanemaruje, ne aktualizira se to pitanje. Primjer 1 - naglašava senacija M. Crnjanskog a zanemaruje njegovo mađarsko porijeklo (str.115). Zadatak na str. 117 omogućava utvrđivanje gradiva, ne i razvoj kritičke svijesti.
49;DŠ/AS;Jezik i književnost;S;7;JIKg31;Glagolski pridjev trpni (pasiv);Ne;;Da;sloboda;Da;simboli, porijeklo AS-119-1;imputacija;2;;;1;AS-120, AS-121-3, AS-121-4;;2;;;0;;;
50;DŠ/AS;Jezik i književnost;S;7;JIKg31;Pregled glagolskih oblika;Ne;;Ne;;Ne;;;2;;;2;;AS-122-1;2;;;0;;;(AS) u tekstu postoji greška  - po slijedu lekcija učenici su već trebali učiti o imperfektu I pluskvamperfektu, (str. 95 I 99) iako se u tekstunavodi da nisu I da, stoga, ta dva oblika nisu obuhvaćena u vježbi. Uz priču nisu navedena pitanja koja se tiču analize sadržaja teksta. zadaci za ponavljanje i utvrđivanje se odnose samo na usvajanje činjenica, ne i na razvoj kritičke svijesti (str. 125)
51;DŠ/AS;Jezik i književnost;S;7;JIKg31;Pisanje imena nebeskih rijela;Ne;;Da;kreativnost AS-126-1;Ne;;;2;;AS-127-2, AS-127-3;2;;;2;;;0;;;
52;DŠ/AS;Jezik i književnost;S;7;JIKg31;Kultura izražavanja;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;ovo je samo naslov poglavlja - pogrešno numerisan u knjizi
53;DŠ/AS;Jezik i književnost;S;7;JIKg31;Prepričavanje;Ne;;Ne;;Ne;;;2;;AS-135-2;2;;AS-135-1;2;;;0;;;(AS) lekcija zadovoljavajuće obrađena, omogućava se solidno razumijevanje strukture teksta. Dati zadaci su dosta vremenski zahtjevni I ne mogu se svi uraditi za jedan školski čas. Stoga je to potrebno bolje uskladiti I poboljšati zadatke s ciljem buđenja znatiželje kod učenika a time i želje za radom.
54;DŠ/AS;Jezik i književnost;S;7;JIKg31;Prepričavanje sa isticanjem karakteristika lika u tekstu;Ne;;Ne;;Ne;;;2;;AS-137-1;1;AS-138-1;;1;AS-136, AS-137;;0;;;"(AS) Ne nudi se mogućnost diskusije - str. 137, primjer 1: učenicima se onemogućava da samostalno dođu do zaključka već Im se imputira odgovor ""da bi se u to uvjerio, odgovori na ova pitanja""."
55;DŠ/AS;Jezik i književnost;S;7;JIKg31;Izborno prepričavanje;Ne;;Ne;;Ne;;;1;AS-141-1;;1;AS-142-2;;1;AS-142-4;;0;;;
56;DŠ/AS;Jezik i književnost;S;7;JIKg31;Pričanje;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;Samo naslov
57;DŠ/AS;Jezik i književnost;S;7;JIKg31;Pričanje sa korištenjem elemenata kompozicione forme;Ne;;Ne;;Ne;;;2;;;1;AS-146-1, AS-146-1a, AS-146-1b;;2;;;0;;;
58;DŠ/AS;Jezik i književnost;S;7;JIKg31;Hronološko I retrospektivno pričanje;Ne;;Ne;;Ne;;;2;;;1;AS-149, AS-151-1, AS-151-3;;1;AS-150-2;;0;;;
59;DŠ/AS;Jezik i književnost;S;7;JIKg31;Rad na uvježbavanju tehnike u izradi pismenog sastava;Ne;;Ne;;Ne;;;1;AS-154-1;;1;AS-154-1;;2;;;0;;;
60;DŠ/AS;Jezik i književnost;S;7;JIKg31;Opisivanje statičkih I dinamičkih pojava u prirodi;Ne;;Ne;;Ne;;;1;AS-157-2;;1;AS-156-1;;1;AS-156, AS-157;;0;;;(AS) veoma dobro obrađena lekcija kad je razvoj kritičke svijesti u pitanju.
61;DŠ/AS;Jezik i književnost;S;7;JIKg31;Opisivanje spoljašnjeg prostora;Ne;;Ne;;Ne;;;1;AS-161-2;;1;AS-161-1, AS-161-1a ;;2;;;0;;;
62;DŠ/AS;Jezik i književnost;S;7;JIKg31;Opisivanje unutrašnjeg prostora;Ne;;Ne;;Ne;;;1;AS-162-1;;1;AS-163-2 ;;2;;;0;;;
63;DŠ/AS;Jezik i književnost;S;7;JIKg31;Portretisanje lika iz umjetničkog djela osobe iz neposredne okoline;Ne;;Da;odgovornost AS-165-1;Ne;;;1;AS-165-2;;1;AS-166-1, AS-166-1a, AS-166-1b;;2;;;0;;;
64;DŠ/AS;Jezik i književnost;S;7;JIKg31;Izvještavanje;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
65;DŠ/AS;Jezik i književnost;S;7;JIKg31;Izvještaj;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
66;DŠ/AS;Jezik i književnost;S;7;JIKg31;Pismo;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
67;DŠ/AS;Jezik i književnost;S;7;JIKg31;Privatno I službeno pismo;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
1;DŠ/AS;Jezik i književnost;H;7;JIKg18;Predgovor (Draga učenice! Dragi učeniče!);Da;neravnopravnost ;Da;odgovornost;Da;jezik;mistifikacija;2;;;2;;;2;;;2;;DŠ-5;(DŠ) Izreka “Po jeziku se narod poznaje” je retrogradna, implicira eksluzivnost hrvatskog jezika i važnost nacije. Netačna je, stereotipna, tvrdnja da je čovjek dobar onoliko koliko dobro govori! (AS) Izreka Preradovića koji je to iskazao za hrvatski jezik a dalje se u tekstu koristi termin 'matrenji jezik' čime se implicira hrvatsko pripadanje.
2;DŠ/AS;Jezik i književnost;H;7;JIKg18;Ponavljamo gradivo VII razreda;Ne;;Ne;;Da;tradicija, teritorija;relativizacija DŠ-8;2;;;2;;;2;;;2;;DŠ-8;(DŠ) Na str. 8 kaže se da se imena naroda pišu velikim početnim slovom (Hrvat, Musliman...) musliman je vjeroispovijest, a ne ime naroda. (AS) ponavljanje se svodi na uopćene konstatacije, bez pitanja i zadataka.
3;DŠ/AS;Jezik i književnost;H;7;JIKg18;Zamjenice – osobne zamjenice;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) Nema nijednog pitanja ni zadatka, lekcija se svodi na tvrdnje i upute koje se odnose na korištenje zamjenica (AS) Cijela lekcija je samo iznošenje činjenica, nema nijednog pitanja ni zadatka, lekcija se svodi na prepisanu skraćenu lekciju iz kakve gramatike. Autorice su pokušale lekciju učiniti zanimljivom upotrebom slika ali nedopustivo je da nema niti jednog zadatka čak ni za provjeru nižeg nivoa znanja i razumijevanja
4;DŠ/AS;Jezik i književnost;H;7;JIKg18;Posvojne zamjenice;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) isto kao u prethodnoj lekciji / (AS) isto kao u prethodnoj lekciji
5;DŠ/AS;Jezik i književnost;H;7;JIKg18;Povratna zamjenica;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(AS) Isto kao u prethodnoj lekciji. Na str. 16 odmah nakon zadatka da se odrede padeži istaknutim riječima slijedi odgovor
6;DŠ/AS;Jezik i književnost;H;7;JIKg18;Povratno-posvojna zamjenica;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) Nema pitanja, zadataka (AS) Isto kao u prethodnoj lekciji, nema pitanja, zadataka
7;DŠ/AS;Jezik i književnost;H;7;JIKg18;Pokazne zamjenice;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(AS) isto kao u prethodnoj lekciji
8;DŠ/AS;Jezik i književnost;H;7;JIKg18;Vrste predikata (Glagolski i imenski predikat);Ne;;Ne;;Da;ljubav;;2;DŠ-24;;2;;AS-24-1;2;;;0;;;(AS) u tekstu se navodi “Prešao sam u navijače Dinama zbog Ane”. Zašto ne Veleža ili Zrinjskog? Sve ostalo kao i u prethodnim lekcijama: nikakve mogućnosti aktivnog učenja – nema zadataka, zanimljivosti, sinteze naučenog i sl.
9;DŠ/AS;Jezik i književnost;H;7;JIKg18;Glagoli po predmetu radnje;Ne;;Ne;;Ne;;;2;;;2;;AS-26, AS-27-1, AS-27-2, AS-27-3, AS-27-4;2;;;0;;;(AS) Izuzev uočavanja što je niži nivo znanja, u lekciji nema niti jedan zadatak koji omogućava diskusiju ili aktivno učenje. Na početku lekcije se daje kraći tekst ali ne i izvor za isti. Na str. 28 ponavljaju se primjeri sa str. 17 što unosi dodatnu monotoniju u ionako nezanimljivoj i neinspirativno obrađenoj lekciji. / zejdnički komentar: nije naveden izvor za tekst na str. 26
10;DŠ/AS;Jezik i književnost;H;7;JIKg18;Glagoli po vidu;Ne;;Ne;;Ne;;;2;;AS-31-1, AS-31-2;2;;;2;;;0;;;"(DŠ) nema pitanja niti zadataka, sve se svodi na primjere i konstatacije. /(AS) nema pitanja ni zadataka, izuzev na šture pokušaje da se kroz primjere usvoji znanje korištenjem imperativa “promotri” ne postoji intencija razvoja kritičke svijesti kod učenika; u lekciji nema niti jedan zadatak koji omogućava diskusiju ili aktivno učenje."
11;DŠ/AS;Jezik i književnost;H;7;JIKg18;Infinitiv;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) na str. 34Kaže se da je infinitivna osnova od glagola moći mo-, što nije tačno! Na str. 35 jaže se da se infinitivna osnova dobija odbijanjem infinitivnih nastavaka -ti, i -ći, što nije tačno jer se to pravilo ne može primjeniti na glagole koje završavaju na -ći zato što će se tako dobiti krnja infinitivna osnova / (AS) materijalna greška, str. 34 ističe se da je infinitivna osnova od glagola moći mo-, što je neračno. Materijalna greška je vidljiva i na str. 35 u odjeljku NAUČI. Str. 36, primjer 1 ne pojašnjava se tzv dakanje koje se smatra obilježjem srpskog jezika a odnosi se na složeni glagolski predikat.
12;DŠ/AS;Jezik i književnost;H;7;JIKg18;Glagolski pridjevi i glagolske imenice;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) u lekciji se samo konstatuju gramatičke odlike glagolskih pridjeva i glagolskih imenica. / (AS) u lekciji se samo konstatuju gramatičke odlike glagolskih pridjeva i glagolskih imenica
13;DŠ/AS;Jezik i književnost;H;7;JIKg18;Prezent;Ne;;Ne;;Ne;;;2;;;2;;;2;;;2;;DŠ-42;"(DŠ) “Pa zašto baš ja imam za mamu profesoricu hrvatskog jezika? Zar nije pametnije da ona sjedi, gleda neku seriju ili igra igrice” (str. 42) insinuira se da žene koje nisu profesosrice uglavnom gledaju serije ili se bave ispraznim poslovima! (Nije naveden izvor!). Na str. 43 kaže se da se na glagolsku osnovu dodaju prezentski nastavci, a ne objašnjava se kako se ta osnova dobija. Na str. 44 kaže se da se glagolska osnova prezenta dobija tako što se oduzmu nastavci za 3. lice množine; ne kaže se da oni mogu biti trojaki nitis e za njih daju odgovarajući primjeri. (AS) Izuzev na šture pokušaje da se kroz primjere usvoji znanje korištenjem imperativa “promotri” ne postoji intencija razvoja kritičke svijesti kod učenika. Str. 43 ne pojašnjava se prezentska osnova. Str. 42 stereotipni prikaz žena ali i blaga mistifikacija profesora: profesorice su pametne, a ostale žene “gledaju serije i igraju igrica”"
14;DŠ/AS;Jezik i književnost;H;7;JIKg18;Perfekt;Ne;;Ne;;Ne;;;2;;;2;;;1;DŠ-46;;0;;;(DŠ) nedostaju pitanja, zadaci / (AS) nema pitanja ni zadataka, izuzev na šture pokušaje da se kroz primjere usvoji znanje korištenjem imeprativa “promotri”, “pazi” ne postoji intencija razvoja kritičke svijesti kod učenika. Sve se svodi samo na uočavanje.
15;DŠ/AS;Jezik i književnost;H;7;JIKg18;Aorist;Ne;;Ne;;Ne;;;2;;;2;;;1;;AS-50;0;;;(DŠ) Kao i u prethodnoj lekciji (AS) Isto ako i u prethodnoj/prethodnim lekcijama. 
16;DŠ/AS;Jezik i književnost;H;7;JIKg18;Imperfekt;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) kao i u prethodnoj lekciji / (AS) isto ako i u prethodnoj/prethodnim lekcijama
17;DŠ/AS;Jezik i književnost;H;7;JIKg18;Pluskvanperfekt;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) kao i u prethodnoj lekciji / (AS) isto ako i u prethodnoj/prethodnim lekcijama
18;DŠ/AS;Jezik i književnost;H;7;JIKg18;Futur prvi;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) kao i u prethodnoj lekciji / (AS) isto ako i u prethodnoj/prethodnim lekcijama
19;DŠ/AS;Jezik i književnost;H;7;JIKg18;Futur drugi;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) kao i u prethodnoj lekciji / (AS) isto ako i u prethodnoj/prethodnim lekcijama
20;DŠ/AS;Jezik i književnost;H;7;JIKg18;Glagolski načini;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) kao i u prethodnoj lekciji / (AS) isto ako i u prethodnoj/prethodnim lekcijama
21;DŠ/AS;Jezik i književnost;H;7;JIKg18;Imperativ;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) kao i u prethodnoj lekciji / (AS) isto ako i u prethodnoj/prethodnim lekcijama
22;DŠ/AS;Jezik i književnost;H;7;JIKg18;Kondicional;Ne;;Ne;mir DŠ-65;Ne;;;2;;;2;;;1;;AS-65;0;;;(AS) Str. 65 navodi se pjesma Jure Karakaša “gramatika u stihu” i time se indirektno pokazuje kako glagolski oblici uobličavaju značenja, iako se to pitanjima ne aktuelizira, mada bi trebalo jer je to uloga knjige.
23;DŠ/AS;Jezik i književnost;H;7;JIKg18;Povijest hrvatskog jezika (Počeci hrvatske pismenosti);Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) lekcija se sastoji od nabrajanja prvih pisanih spomnika bez ijednog pitanja ili zadatka / (AS) lekcija se sastoji od nabrajanja prvih pisanih spomenika bez ijednog pitanja ili zadatka
24;DŠ/AS;Jezik i književnost;H;7;JIKg18;Pravopis (Rečenični i pravopisni znakovi);Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(DŠ) nabrajaju se pravila uz primjere, nema kreativnih zadataka / (AS) nabrajaju se pravila uz primjere, nema kreativnih zadataka
25;DŠ/AS;Jezik i književnost;H;7;JIKg18;Veliko početno slovo;Ne;;Da;nejednakost;Da;teritorija AS-76;redukcija AS-76, imputacija AS-76, AS-77;2;;;2;;;2;DŠ-76;;0;;;(DŠ/AS) Koriste se kao primjeri samo hrvatski gradovi i imena ulica, trgova i sl. Sa hrvatskim nacionalnim predznakom. (AS) Redukcija str. 76 svijesno se izbjegavaju navoditi nazivi gradova, naselja, ulica, trgova iz BiH gradova. Imputacija str. 76, 77
26;DŠ/AS;Jezik i književnost;H;7;JIKg18;Kultura izražavanja – Sažeto prepričavanje i stvaralačko prepričavanje s promjenom gledišta;Ne;;Ne;;Ne;;;2;DŠ-80;;2;;;2;DŠ-78;;0;;;(DŠ) na str. 80 govori se o vrstama prepričavanja, ali se ne navode primjeri
27;DŠ/AS;Jezik i književnost;H;7;JIKg18;Stvaralačko prepričavanje s promjenom gledišta;Ne;;Ne;;Ne;;;2;DŠ-81;;2;;;2;;;2;;DŠ-82;(DŠ) na str. 82 prepričavanje u 3. licu sadrži rečenicu u kojoj se kaže da profesorica hrvatskog maltretira Pericu (ispituje ga ž, predaje). Škola se predočava kao vrlo dosadno i neprijatno mjesto. (AS) Str. 82 stereotipni prikaz škole kao dosadnog mjesta za djecu, kao nešto što se mora.
28;DŠ/AS;Jezik i književnost;H;7;JIKg18;Stvaralačko pisanje i intepretativno kazivanje viceva i anegdota;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;
29;DŠ/AS;Jezik i književnost;H;7;JIKg18;Portretisanje lika iz umjetničkog djela osobe iz neposredne okoline;Ne;;Ne;;Ne;;;1;DŠ-85, AS-85;;2;;;2;;;0;;;(DŠ) Učenički radovi nisu uvijek dobri kao primjeri, jer su nerijetko stilski neuvjerljivi, npr. “ a goleme uši, skrivene za marame”. (AS) Odabrani tekst je loše stilski uobličen a autorice knjige izbjegavaju o  tome govoriti već to uzimaju kao primjer nečega dobrog: “Uši su čule i ono što nisam izgovorila”. Str. 85
30;DŠ/AS;Jezik i književnost;H;7;JIKg18;Opis otvorenog i zatvorenog prostora;Ne;;Ne;;Ne;;;1;AS-87;;2;;;2;;;0;;;
31;DŠ/AS;Jezik i književnost;H;7;JIKg18;Razgovor (službeni i privatni);Ne;;Ne;;Ne;;;1;AS-93-2;;2;AS-93-3;;2;;;2;;DŠ-92;(DŠ) u objašnjenju službenog razgovora kaže se da je jedna od stavki i ova: “treba prihvatiti mišljenje većine (iako se ne slažemo s tim mišljenjem”. To implicira da je mišljenje većine uvijek ispravno i da kolektivne želje treba pretpostaviti individualnim
32;DŠ/AS;Jezik i književnost;H;7;JIKg18;Interpretativno čitanje i krasnoslov;Ne;;Ne;odgovornost DŠ-95;Ne;;;1;DŠ-95;;2;;;2;DŠ-94, DŠ-95;;0;;;(DŠ)  Str. 94, 95 prozni i poetski tekst (AS) Str. 94, 95 komparacija tekstova ali kroz izražajno čitanje
33;DŠ/AS;Jezik i književnost;H;7;JIKg18;Kazalo pojmova;Ne;;Ne;;Ne;;;2;;;2;;;2;;;2;;DŠ-96, DŠ-97;(DŠ) na stranici 96 kaže se da je ćirilica jedno od triju pisama kojima su se Hrvati koristili u prišlosti, na str. 97 za latinicu se kaže da je ona jedno od triju pisama kojima su se Hrvati koristili u prošlosti te da je ona službeno pismo u Hrvatskoj i BiH. Ne kaže se da i drugi narodi koriste latinicu i ćirilicu, izostavljeni su historijski podaci o ovim pismima. / (AS) str. 96 ističe se kako je ćirilica jedno od triju pisama kojima su se Hrvati koristili u prošlosti
1;NV/AS;Jezik i književnost;S;7;JIK33;Vjerovati (5) optimizam;Ne;;Da;život, optimizam;Ne;;;0;;;0;;;0;;;0;;;(NV) Nije potpisan autor slike. (AS) Kostićeva pjesma data na samom početku knjige bez ikakve analize i razloga. Početni stihovi: “Vjerovati, i kad je mržnja preko usne/i kad su oko tebe mutne vode” zvuči pomalo zastrašujuće i neprikladno za djecu koja su 7. razred, a ne analizira se.
2;NV/AS;Jezik i književnost;S;7;JIK33;Veče (8) Uskrsnuće viteštva (kosovski mit) ??rodoljublje??;Ne;;Da;život ;Da;porijeklo, jezik ;redukcija, imputacija AS-8-1, AS-8-1a;1;NV-9, AS-9-4, AS-9-5;;2; AS-9-4, AS-9-5;NV-9;2;;NV-8;0;;;"(NV) Da li bi se moglo reći da je osnovno osjećanje borbeno rodoljublje (8) nametanje čitanja. Pjesme u kojima je iskazana ljubav prema otadžbini... (9) ovdje nije nigdje pokazano zašto bi pjesma bila rodoljubiva. (AS) Imputacija str. 8 primjer 1 i 1 a. sintagmom “u našoj književnosti” a u kontekstu stvaralaštva Đ. Jakšića učenicima se implicira da su Srbi, a primjerom 1a “u srpskom jeziku” se to i potvrđuje. Također se u prvi plan ističe “borbeno rodoljublje” i konstatacija kako je Jakšić “najuvjerljiviji u rodoljubivoj lirici” svijesno zanemarujući i njegova npr. dramska ostvarenja kao i znatno uspješnija lirska. Razgovor o osnovnim motivima u pjesmi potisnut je u drugi plan.. 
Komentar u biografiji kako je “sasvim prirodno da se ta umjernička izrazra prepoznaju (...)” je netačna. Bezbroj je primjera književnika koji nemaju slikarskog talenta i suprotno."
3;NV/AS;Jezik i književnost;S;7;JIK33;Prolećno jutro (10) opis prirode (odlomak);Ne;;Ne;kreativnost;Ne;;;1;AS-11, AS-12-1, AS-12-2;;0;AS-11, AS-12-4;;0;;;0;;;
4;NV/AS;Jezik i književnost;S;7;JIK33;Veče (13) opis prirode;Ne;;Ne;kreativnost;Ne;;;1;AS-14-1, AS-14-2, AS-14-3, AS-14-4;;0;;;0;;;0;;;(AS) Neobično je kako urađena detaljna (i kvalitetna) analiza pjesme/nastavne jedinice, za razliku od ostalih kojima je tek minimalno pažnje posvvećeno. Ovako postavljenim pitanjima učenici razvijaju kritičku svijest kroz argumentovano kazivanje, ali i razumijevanje šta se određenim stilskim postupcima postiže (Str. 14, primjeri 1, 2)
5;NV/AS;Jezik i književnost;S;7;JIK33;Izvor (16) šteta zbog nepromišljenosti;Ne;;Da;odgovornost AS-18-1;Ne;;;2;;AS-18;2;;;2;;NV-18;0;;;(NV) U narodu se za situaciju kakva je u pripovijeci izvor kaže “klati vola radi kile mesa” (18) Djeca nisu djelovala s namjerom, poslovica nije adekvatna, nameće je perspektiva. Ne problematizira se odgovornost djece za postupke. (AS) Štura biografija pisca u odnosu na ostale. Str. 18 učenici se mahom fokusiraju samo na prepričavanje događaja i na pouku, tj. Sadržaj, ne i na stilske postupke
6;NV/AS;Jezik i književnost;S;7;JIK33;Zagonetke (21);Ne;;Ne;;Ne;;;0;AS-21-1;;0;;0;0;;;2;;NV-21;(NV) Bogatstvo narodnog života, vjekovna iskustva naroda... (21) predstavlja se usmena književnost nekritički, netačno  (AS) Lekcija šturo obrađena, nedovoljno sadržaja za kvalitetan čas.
7;NV/AS;Jezik i književnost;S;7;JIK33;Prolećna pesma (22) ljubav;Ne;;Da;život, ljubav, kreativnost AS-23;Ne;;;1;AS-23-1, AS-23-2;;2;;;0;;;0;;;
8;NV/AS;Jezik i književnost;S;7;JIK33;Zimska idila (24) porodica, selo;Ne;;Ne;;Ne;;;1;AS-26;;2;;;0;;;0;;;(AS) štura analiza koja bi se zbog upućivanja na komparaciju mogla okarakterisati kao zadovoljavajuća
9;NV/AS;Jezik i književnost;S;7;JIK33;Prepelica (27) lov, ubijanje životinja;Ne;;Da;odgovornost AS-29-5;Ne;;;1;AS-29-1, AS-29-2, AS-29-3, AS-29-4;;2;;;0;;;2;;NV-29;(NV) Slikom stradanja prepelice pisac je sa puno osjećanja prikazao svijet životinja, u kojem vlada, kao u ljudskoj zajednici, majčinski nagon, briga za potomstvo(29). Sa ubijanja se skreće na majčinstvo. Stereotip. Univerzalne vrijednosti pravičnost, pomaganje životinjama.
10;NV/AS;Jezik i književnost;S;7;JIK33;Pejzaž (30) opis;Ne;;Ne;;Ne;;;2;AS-31-2;AS-31-1;2;;;0;;;0;;;(NV) Nisu u pitanju samo akustične i vizualne slike...(30). Ne objasni se kakve još. (AS) U analizi skoro da uopće nema pitanja, ne potiču se učenici na promišljanje i kritičko zaključivanje. Zadatak učenja dijela pjesme napamet je nesvrsishodan. Str. 31 primjer 1 (samo uočavanje) primjer 2 jedini primjer uspješno postavljenog pitanja s ciljem građenja vlastitih stavova i mišljenja kod učenika.
11;NV/AS;Jezik i književnost;S;7;JIK33;Kroz ponoć (32) ašikovanje;Ne;;Ne;;Ne;;;2;;AS-32;2;;;0;;;0;;;(NV) Pismeno pokaži motivsku strukturu pjesme i pri tome pronađi primjere za konkretne i apstrakte motive (kao tumačenja pjesničkih slika “opipljivom” čulnošću (32). nejasan zadatak. Izbjegava se analiza erotičnosti u pjesmi.  (AS) Nejasno je da li je ovaj zadatak za samostalni rad dat za rad na času ili kod kuće kao zadaća. Str. 32 obrađena samo motivska struktura pjesme.
12;NV/AS;Jezik i književnost;S;7;JIK33;Trešnja (34) stid, poštenje;Da;krađa;Da;odgovornost;Ne;;;2;;NV-38;1;NV-38;;0;;;0;;;(NV) Poenta, dva stida, nije razrađena. (AS) Str. 38 samo se posljednjim pitanjem potiču učenici da samostalno dođu do zaključka
13;NV/AS;Jezik i književnost;S;7;JIK33;Hajduk Stanko odlomak (41) odlazak u hajduke;Da;hajdučija;Da;pravda;Da;tradicija, nacija;mistifikacija;1;;;2;;NV-41;0;;;2;;NV-46;(NV) U uvodu “turska vlast “ (41) ne objasni se historijski kontekst. “njihovo književno djelo napaja se duhovnom snagom naroda” (46). Mistifikacija (hajduka, kao moralno uzorne grupe). (AS) Zadatak za samostalni rad je kvalitetno uobličen jer dovodi do primjene ranije stečenog znanja kroz iznošenje vlastitih zaključaka.
14;NV/AS;Jezik i književnost;S;7;JIK33;Jablan (48) borba bikova, simbolično: borba za oslobođenje;Da;borba;Da;jednakost, život, solidarnost;Da;porijeklo, jezik;redukcija, indukcija, mistifikacija AS-52;2;;NV-52;2;;NV-53;0;;;0;;;(NV) Univerzalna vrijednost sloboda (ne objasni se, ostaje nedorečeno, valjda ostavljeno za nastavnika). Pristrana kritika P. Slijepčevića, biografija izvan konteksta (52) čitav tekst ima jasnu simboliku (53) ne objasni se ni na koji način u čemu se sastoji ta simbolika, priča nije interpretirana. (AS) str. 52 mistifikacija “Boreći se i riječju i perom u ruci, za nacionalno i socijalno oslobođenje svoga nraoda, sagorio je od prkosa, gnjieva i ponosa”. O Kočiću se ne govori kao o BiH pripovijedaču več o borcu za srpska nacionalna prava.
15;NV/AS;Jezik i književnost;S;7;JIK33;O klasje moje (54) socijalna, protiv eksploatacije ljudi;Da;eksploatacija;Da;jednakost, život, solidarnost;Ne;;;1;AS-56-3;;2;;;0;;;0;;;(NV) Ne problematizira se eksploatacija ljudi.
16;NV/AS;Jezik i književnost;S;7;JIK33;Dvanaest mrva (59) pravda;Da;zavist;Da;pravda, odgovornost;Da;tradicija;mistifikacija naroda NV-60;1;;AS-62, AS-63;2;;AS-62, AS-63;0;;;2;;NV-60;(NV) zla maćeha, nemotivisano u bajci, neobjašnjeno u lekciji (60) / (AS) str. 63 “u bajkama je prava istorija čovječanstva, iz njih se da naslutiti ako ne i potpuno otkriti njen smisao”
17;NV/AS;Jezik i književnost;S;7;JIK33;Djevojka se tuži đulu (64) ljubav, nasilna udaja;Da;nasilna udaja;Da;ljubav, sloboda, jednakost, život AS-64-1;Ne;;;1;AS-64-2;;2;;;0;;;2;;;(NV) 64 “...mladalačke strasti djevojke...”. (64) Ne analizira se i ne kritikuje običaj nasilne udaje.
18;NV/AS;Jezik i književnost;S;7;JIK33;Kovač (65);Ne;;Ne;;Ne;;;2;;NV-65;2;;;0;;;0;;;(NV) nema interpretacije
19;NV/AS;Jezik i književnost;S;7;JIK33;Autobiografija (odlomak) (66) loša pedagogija;Da;pedagoško nasilje;Ne;;Ne;;;2;;AS-72;2;;;0;;;0;;;"(NV) Živio je i stvarao u vremenu kad se vodila bitka između doba koje je nestajalo i doba koje je neumitno dolazilo. 
Pedagoško nasilje se ne problematizira, ni kvalitet nastave. (71) neprecizno, nekorisno, apstraktivno, kao i lekcija koju Nušić ismijava. NV-72 pitanjima se ne potiče razgovor o sadržaju teksta i zašto Nušić koristi humor ( i satiru) i šta se time postiže
(AS) Str. 72 u analizi se ne potiče diskusija. Konstatacija “Svestrano analiziraj lika” samo dovodi do zabune s obzirom da nisu date detaljnije upute i smjernice šta to treba da znači."
