Šifra udžbenika;Kod;Primjer
V10;ZS-109;U čemu je svrha ljudskog stvaranja?Kako čovjek treba urediti svoj život? Navedi primjere. Kakav Život imaju ljudi koji teže materijalnim blagodatima, a zapostavlja duhovne potrebe?Kakav je život vjernika? Opiši.Kakko Muhammed, a.s., opisuje ljude koji se obraćaju Bogu? Allah, dž.š., daje uputu kako da mu se obraćamo. Objasni.Uz navedene namaze napiši razloge njihovog obavljanja.1. Napiši pouku iz sljedećeg ajeta.2. Odaberi jednu Poslanikovu, a.s., dovu i nauči je napamet! 3. Stavi svoju dovu!   
V10;ZS-11;"Dvorjanin se začudi šejhovim riječima, a on nastavi: ""Znanje je drvo života, a samo čovjek koii tražim nauku može okusiti plodove ovog drveta. Mnogo je blagodati kojima znanje rada, a vječni život Je tek jedna od njih"", nasmija se i doda stihove.Iz priče Izdvoji opise voća života? Razmisli i prokomentiraj šejhove misli: ""Do tog drveta ne može svako doći. šta je za tebe najveće bogatstvo? Objasni ?Koje bogatstvo nam ljudi ne mogu oduzeti? Zašto? Može II bogatstvo učiniti čovjekov život vječnim? Objasni. Je li ti poznat primjer da se o nekim ljudima zbog njihovog znanja i nakon smrti o njima govori kao da su živi? Navedi primjer i objasni. Osjetit ćeš Uz pomoć Boziju Zadovoljstvo . 1 smiješak na licu Husnija Krupić "
V10;ZS-110;Koji je povod posjete mladića pustinjaku?  Zbog čega ga šejh nije htio saslušati? U čemu se ogledala mladićeva upornost? Zbog čega se mladić rasrdio i kakvo je pitanje postavio šejhu? Kakav odgovor je dobio od šejha? Izdvoji tu rečenicu iz teksta. Šta je za tebe poučno u ovoj priči? 
V10;ZS-112;U čemu se ogleda Ailahova mudrost u rasporedu dnevnih namaza? Koje su koristi od namaza?Pored pet dnevnih namaza, kojim namazima nas je Allah, dž.š., počastio tokom godine? Sta su nafila-namazl? U kojim prilikama obavljamo nafila-namaze? Pronađi i napiši hadis a,nafila-namazlma!Opisi svoj doživljaj namaza. Prisjeti se i crtežom predstavi sastavne dijelove namaza.
V10;ZS-115;Koja mjesta muslimani koriste za obraćanje Ailahu, dž.š.? Opiši unutrašnjost džamije. Koje se dodatne prostorije nalaze u sklopu džamije? Koje su najpoznatije džamije u Bosni i Hercegovini? Šta su tekije i koje su najpoznatije tekije kod nas? | Šta su musalle?Šta su mezaristani i čime se odlikuju? 
V10;ZS-116a;Opiši svoj doživljaj posjete džamiji. 2. Pokušaj crtežom predstaviti džamiju, tekiju Ili mezarje iz svog bliskog okruženja. 3. Organizirajte posjetu džamiji s nastavnikom vjeronauke.4.Posjeti tekiju i napiši kakav je utisak ta posjeta ostavila na tebe.
V10;ZS-117-a;"U lijepe međuljudske odnose ubraja se i poštivanje drugih i drukčijih. To se odnosi i na molitve i bogomolje pripadnika drugih religija. Islam nas uči da su ljudi slobodni u odabiru vjerovanja ili nevjerovanja kao i u odabiru vjere koju će slijediti. Svaki čovjek ima prirodno pravo na izbor i njegov izbor treba uvažavati. ..svima vama smo spmenicima jedne vjere učinio, ali. On hoće da vas iskuša u onome sto vampropisuje, zato se natječite ko je više dobra  učiniti; AIlahu ćete se svi vratiti ,pa će vas  On onome u čemu ste se razilazili obavijestiti. .{Sura El-Ma'ida, 48) "
V10;ZS-117-b;Navedi najpoznatija dovišta kod nas.Po čemu je poznato dovište Ajvatovica? I pripadnici drugih religija imaju svoja mjesta obraćanja Bogu. Navedi neka. Kakav odnos trebamo graditi prema drugima i drukčijima?
V10;ZS-118-a;Da li ste nekada molili Boga u prirodnom okruženju? Opišite svoja osjećanja. OrganizIrajte sa svojim nastavnikom vjeropiauke posjetu nekom dovištu! Pokušajte crtežom predstaviti dovište koje ste posjetili! Pronađite podatke o još nekim dovištima u Bosni i Hercegovini! 
V10;ZS-121;Nacrtaj položaj sunca u vrijeme podne-namaza.2. Napiši sastav o temi: Kada sunce dostigne vrhupac. 3.Tabelu prepisi na veći list I upisuj redovnost obavljanja namaza sa + i -: Ako znaš klanjati i ostale  dnevne namaze upiši ih u tabeiu,te vrjednuj njihovo obavljanje. 
V10;ZS-122;Kako nam pjesnik ističe vrijednost svjetlosti? Potkrijepi stihovima.Koja je najveća potreba naše duše? Izdvoji stihove. U čemu se ogleda Ailahova, dž.š., milost? Pjesnik govori o težnji duše. U kojim stihovima,?Čemu se naša duša najviše raduje?Napiši ilahiju ili kasidu! Ako si član hora ilahija i kasida, opisi svoje utiske i doživljaj!Nauči ilahiju! Organizirajte takmičenje u učenju ilahije.  
V10;ZS-123;Koji događaj je uzet za početak računanja hidžretskog kalendara? Koje uveo hidžretsko računanje vremena? Kad započinje i kad se završava računanje hidžretskog mjeseca? Nabroj imena mjeseci hidžretskog kalendara! Nabroj imena mjeseci hidžretskog kalendara! Navedi razlike između gregorijanskog I hidžretskog kalendara? 
V10;ZS-124;Koje je godine hazreti Omer uveo hidžretski kalendar? U čemu se je razlika između gregorijanskog i hidžretskog kalendara? Na koji način muslimani obilježavaju Novu hidžretsku godinu? Po čemu Nova hidžretska godina ima poseban značaj među mubarek-danima? Nauči nazive mjeseci hidžretskog kalendara napamet.Nacrtaj tabelu u svesci i upiši značajne datume iz hidžretskog kalendara. 
V10;ZS-125;Pažljivo pročitaj stihove! Koja su osjećanja pročitam stihovi probudili u tebi? Kojim epitetima je pjesnik opisao ljude u prvoj strofi? Izdvoji ih i objasni zašto su ppbožni, blijedi i veseli.Kakvu svjetlost pjesnik opisuje u drugoj strofi? S čim je poredi? Zašto? Šta se pjesnik pita? Zašto ne može odrediti da li je to svjetlost ili zvuk?' Koga naziva Večernjim anđelom? Zašto? (ako opisuje vrijeme iftara u posljednjoj strofi?
V10;ZS-12-a;Kako te pjesnik savjetuje da uvećaš svoje znanje?Kako te znanje može približiti Bogu? šta znanje donosi u ljudsko srce? U posljednjoj strofi pronađi dovu uvećanje znanja.Ovo su samo neke koristi znanja. Učenje s imenom Allaha predstavlja ibadet istraživanje znanja džihada, poučavanje drugih sadakiii dobro djelo. Tvoje znanje je tvoj najvjerniji drug u usamljenosti i nevolji, najbolji vodič u životu, savjetnik kada si prijateljima, najveće bogatstvo koje ti drugi ne mogu uzeti, svjetiljka koja ti osvjetljava put prema Džennetu. 'Sine moj, druži se s učenim Ijudima i nemoj se od njih odvajati, jer AIlah, dž.š., ljudska srca oživljava svjetlom znanja i mudrosti onako kao sto zemlju oživljava obilnom kišom.
